date,close,volume,open,high,low
02-02-2017,128.53,33671250,127.975,129.39,127.78
01-02-2017,128.75,111837300,127.03,130.49,127.01
31-01-2017,121.35,47767760,121.15,121.39,120.62
30-01-2017,121.63,30327110,120.93,121.63,120.66
27-01-2017,121.95,20495340,122.14,122.35,121.6
26-01-2017,121.94,26320740,121.67,122.44,121.6
25-01-2017,121.88,32417410,120.42,122.1,120.28
24-01-2017,119.97,23191150,119.55,120.1,119.5
23-01-2017,120.08,21982000,120,120.81,119.77
20-01-2017,120,29922650,120.45,120.45,119.7346
19-01-2017,119.78,25554290,119.4,120.09,119.37
18-01-2017,119.99,23687350,120,120.5,119.71
17-01-2017,120,34412090,118.34,120.24,118.22
13-01-2017,119.04,26083030,119.11,119.62,118.81
12-01-2017,119.25,27057550,118.895,119.3,118.21
11-01-2017,119.75,27453130,118.74,119.93,118.6
10-01-2017,119.11,24432660,118.77,119.38,118.3
09-01-2017,118.99,33420290,117.95,119.43,117.94
06-01-2017,117.91,31714820,116.78,118.16,116.47
05-01-2017,116.61,22115100,115.92,116.8642,115.81
04-01-2017,116.02,21081620,115.85,116.51,115.75
03-01-2017,116.15,28769220,115.8,116.33,114.76
30-12-2016,115.82,30555900,116.65,117.2,115.43
29-12-2016,116.73,14979680,116.45,117.1095,116.4
28-12-2016,116.76,20686510,117.52,118.0166,116.2
27-12-2016,117.26,18131970,116.52,117.8,116.49
23-12-2016,116.52,14244050,115.59,116.52,115.59
22-12-2016,116.29,26043820,116.35,116.51,115.64
21-12-2016,117.06,23724430,116.8,117.4,116.78
20-12-2016,116.95,21337310,116.74,117.5,116.68
19-12-2016,116.64,27756760,115.8,117.38,115.75
16-12-2016,115.97,44284660,116.47,116.5,115.645
15-12-2016,115.82,46286150,115.38,116.73,115.23
14-12-2016,115.19,33962370,115.04,116.2,114.98
13-12-2016,115.19,43293350,113.84,115.92,113.75
12-12-2016,113.3,26176690,113.29,115,112.49
09-12-2016,113.95,34324350,112.31,114.7,112.31
08-12-2016,112.12,27049830,110.86,112.43,110.6
07-12-2016,111.03,29976030,109.26,111.19,109.16
06-12-2016,109.95,26160560,109.5,110.36,109.19
05-12-2016,109.11,34113880,110,110.03,108.25
02-12-2016,109.9,26481320,109.17,110.09,108.85
01-12-2016,109.49,37034520,110.365,110.94,109.03
30-11-2016,110.52,36151450,111.6,112.2,110.27
29-11-2016,111.46,28507780,110.78,112.03,110.07
28-11-2016,111.57,27054320,111.43,112.465,111.39
25-11-2016,111.79,11475920,111.13,111.87,110.95
23-11-2016,111.23,27420550,111.36,111.51,110.33
22-11-2016,111.8,25931710,111.95,112.42,111.4
21-11-2016,111.73,29164190,110.12,111.99,110.01
18-11-2016,110.06,28310840,109.72,110.54,109.66
17-11-2016,109.95,27623150,109.81,110.35,108.83
16-11-2016,109.99,58724080,106.7,110.23,106.6
15-11-2016,107.11,32230590,106.57,107.68,106.1593
14-11-2016,105.71,50901380,107.71,107.809,104.08
11-11-2016,108.43,34117030,107.12,108.87,106.55
10-11-2016,107.79,57097740,111.09,111.09,105.83
09-11-2016,110.88,59118740,109.88,111.32,108.05
08-11-2016,111.06,24129630,110.31,111.72,109.7
07-11-2016,110.41,32361930,110.08,110.51,109.46
04-11-2016,108.84,30790930,108.53,110.25,108.11
03-11-2016,109.83,26538700,110.98,111.46,109.55
02-11-2016,111.59,28174980,111.4,112.35,111.23
01-11-2016,111.49,43403760,113.46,113.77,110.53
31-10-2016,113.54,26378910,113.65,114.23,113.2
28-10-2016,113.72,36792100,113.87,115.21,113.45
27-10-2016,114.48,31396130,115.39,115.86,114.1
26-10-2016,115.59,66028640,114.31,115.7,113.31
25-10-2016,118.25,46820600,117.95,118.36,117.31
24-10-2016,117.65,23492650,117.1,117.74,117
21-10-2016,116.6,22527690,116.81,116.91,116.28
20-10-2016,117.06,24100150,116.86,117.38,116.33
19-10-2016,117.12,19977160,117.25,117.76,113.8
18-10-2016,117.47,24308210,118.18,118.21,117.45
17-10-2016,117.55,23583810,117.33,117.84,116.78
14-10-2016,117.63,35626020,117.88,118.17,117.13
13-10-2016,116.98,35041820,116.79,117.44,115.72
12-10-2016,117.34,37512930,117.35,117.98,116.75
11-10-2016,116.3,63963010,117.7,118.69,116.2
10-10-2016,116.05,36087910,115.02,116.75,114.72
07-10-2016,114.06,24336440,114.31,114.56,113.51
06-10-2016,113.89,28508710,113.7,114.34,113.13
05-10-2016,113.05,21400410,113.4,113.66,112.69
04-10-2016,113,29707270,113.06,114.31,112.63
03-10-2016,112.52,21634520,112.71,113.05,112.28
30-09-2016,113.05,36340670,112.46,113.37,111.8
29-09-2016,112.18,35850010,113.16,113.8,111.8
28-09-2016,113.95,29608390,113.69,114.64,113.43
27-09-2016,113.09,24587490,113,113.18,112.34
26-09-2016,112.88,29800240,111.64,113.39,111.55
23-09-2016,112.71,52411070,114.42,114.79,111.55
22-09-2016,114.62,31048170,114.35,114.94,114
21-09-2016,113.55,35951900,113.85,113.989,112.441
20-09-2016,113.57,34494150,113.05,114.12,112.51
19-09-2016,113.58,46937190,115.19,116.18,113.25
16-09-2016,114.92,79763890,115.12,116.13,114.04
15-09-2016,115.57,90398170,113.86,115.73,113.49
14-09-2016,111.77,111186900,108.73,113.03,108.6
13-09-2016,107.95,62080160,107.51,108.79,107.24
12-09-2016,105.44,45114590,102.65,105.72,102.53
09-09-2016,103.13,46461610,104.64,105.72,103.13
08-09-2016,105.52,52955310,107.25,107.27,105.24
07-09-2016,108.36,42250480,107.83,108.76,107.07
06-09-2016,107.7,26645130,107.9,108.3,107.51
02-09-2016,107.73,26393770,107.7,108,106.82
01-09-2016,106.73,26675250,106.14,106.8,105.62
31-08-2016,106.1,31639010,105.66,106.5699,105.64
30-08-2016,106,24817940,105.8,106.5,105.5
29-08-2016,106.82,24900130,106.62,107.44,106.29
26-08-2016,106.94,27744300,107.41,107.95,106.31
25-08-2016,107.57,25001730,107.39,107.88,106.68
24-08-2016,108.03,23606240,108.565,108.75,107.68
23-08-2016,108.85,21236850,108.59,109.32,108.53
22-08-2016,108.51,25784420,108.86,109.1,107.85
19-08-2016,109.36,25108890,108.77,109.69,108.36
18-08-2016,109.08,21918340,109.23,109.6,109.02
17-08-2016,109.22,25328680,109.1,109.37,108.34
16-08-2016,109.38,33754680,109.63,110.23,109.21
15-08-2016,109.48,25704330,108.14,109.54,108.08
12-08-2016,108.18,18648700,107.78,108.44,107.78
11-08-2016,107.93,27460070,108.52,108.93,107.85
10-08-2016,108,23839880,108.71,108.9,107.76
09-08-2016,108.81,26296260,108.23,108.94,108.01
08-08-2016,108.37,28010430,107.52,108.37,107.16
05-08-2016,107.48,39546610,106.27,107.65,106.18
04-08-2016,105.87,26781730,105.58,106,105.28
03-08-2016,105.79,30148360,104.81,105.84,104.77
02-08-2016,104.48,33770220,106.05,106.07,104
01-08-2016,106.05,38018910,104.41,106.15,104.41
29-07-2016,104.21,27697970,104.19,104.55,103.68
28-07-2016,104.34,38771840,102.83,104.45,102.82
27-07-2016,102.95,92143920,104.265,104.35,102.75
26-07-2016,96.67,53454620,96.82,97.97,96.42
25-07-2016,97.34,40290580,98.25,98.84,96.92
22-07-2016,98.66,28218240,99.26,99.3,98.31
21-07-2016,99.43,32690080,99.83,101,99.13
20-07-2016,99.96,26219110,100,100.46,99.735
19-07-2016,99.87,23766360,99.56,100,99.34
18-07-2016,99.83,36464530,98.7,100.13,98.6
15-07-2016,98.78,30031410,98.92,99.3,98.5
14-07-2016,98.79,38885980,97.39,98.99,97.32
13-07-2016,96.87,25879680,97.41,97.67,96.84
12-07-2016,97.42,24129530,97.17,97.7,97.12
11-07-2016,96.98,23317990,96.75,97.65,96.73
08-07-2016,96.68,28877500,96.49,96.89,96.05
07-07-2016,95.94,24460850,95.7,96.5,95.62
06-07-2016,95.53,30877540,94.6,95.66,94.37
05-07-2016,94.99,27553750,95.39,95.4,94.46
01-07-2016,95.89,25982080,95.49,96.465,95.33
30-06-2016,95.6,35783320,94.44,95.77,94.3
29-06-2016,94.4,36505420,93.97,94.55,93.63
28-06-2016,93.59,40387960,92.9,93.66,92.14
27-06-2016,92.04,45595680,93,93.05,91.5
24-06-2016,93.4,75219710,92.91,94.655,92.65
23-06-2016,96.1,32042290,95.94,96.29,95.25
22-06-2016,95.55,29124140,96.25,96.89,95.35
21-06-2016,95.91,35407050,94.94,96.35,94.676
20-06-2016,95.1,34355970,96,96.57,95.03
17-06-2016,95.33,60793260,96.62,96.65,95.3
16-06-2016,97.55,31251870,96.45,97.75,96.07
15-06-2016,97.14,29373050,97.82,98.41,97.03
14-06-2016,97.46,31890740,97.32,98.475,96.75
13-06-2016,97.34,37708360,98.69,99.12,97.1
10-06-2016,98.83,31672220,98.53,99.3457,98.48
09-06-2016,99.65,26575570,98.5,99.99,98.46
08-06-2016,98.94,20839950,99.02,99.56,98.68
07-06-2016,99.03,22378380,99.25,99.87,98.96
06-06-2016,98.63,23265200,97.99,101.89,97.55
03-06-2016,97.92,28487570,97.79,98.27,97.45
02-06-2016,97.72,40170200,97.6,97.84,96.63
01-06-2016,98.46,29139100,99.02,99.54,98.33
31-05-2016,99.86,42268040,99.6,100.4,98.82
27-05-2016,100.35,36299460,99.44,100.47,99.245
26-05-2016,100.41,56293490,99.68,100.73,98.64
25-05-2016,99.62,38258300,98.67,99.74,98.11
24-05-2016,97.9,35074380,97.22,98.09,96.84
23-05-2016,96.43,37977020,95.87,97.19,95.67
20-05-2016,95.22,31834020,94.64,95.43,94.52
19-05-2016,94.2,30417880,94.64,94.64,93.57
18-05-2016,94.56,42009830,94.16,95.21,93.89
17-05-2016,93.49,46858910,94.55,94.7,93.01
16-05-2016,93.88,61192340,92.39,94.39,91.65
13-05-2016,90.52,44223040,90,91.67,90
12-05-2016,90.34,76183460,92.72,92.78,89.47
11-05-2016,92.51,28641180,93.48,93.57,92.46
10-05-2016,93.42,33653020,93.33,93.57,92.11
09-05-2016,92.79,32895650,93,93.77,92.59
06-05-2016,92.72,43665160,93.37,93.45,91.85
05-05-2016,93.24,35850220,94,94.07,92.68
04-05-2016,94.19,40984160,95.2,95.9,93.82
03-05-2016,95.18,56770080,94.2,95.74,93.68
02-05-2016,93.64,47844490,93.965,94.08,92.4
29-04-2016,93.74,68388840,93.99,94.72,92.51
28-04-2016,94.83,82107120,97.61,97.88,94.25
27-04-2016,97.82,114436300,96,98.71,95.68
26-04-2016,104.35,52979780,103.91,105.3,103.91
25-04-2016,105.08,27997990,105,105.65,104.51
22-04-2016,105.68,33655810,105.01,106.48,104.62
21-04-2016,105.97,31416910,106.93,106.93,105.52
20-04-2016,107.13,30576980,106.64,108.09,106.06
19-04-2016,106.91,32340620,107.88,108,106.23
18-04-2016,107.48,60784920,108.89,108.95,106.94
15-04-2016,109.85,46873670,112.11,112.3,109.73
14-04-2016,112.1,25364920,111.62,112.39,111.33
13-04-2016,112.04,32771760,110.8,112.34,110.8
12-04-2016,110.44,27150570,109.34,110.5,108.66
11-04-2016,109.02,29357940,108.97,110.61,108.83
08-04-2016,108.66,23553790,108.91,109.77,108.17
07-04-2016,108.54,31735810,109.95,110.42,108.121
06-04-2016,110.96,26178840,110.23,110.98,109.2
05-04-2016,109.81,26560420,109.51,110.73,109.42
04-04-2016,111.12,37322930,110.42,112.19,110.27
01-04-2016,109.99,25820460,108.78,110,108.2
